station,level_1,year,month,PM2.5,PM10,SO2,NO2,CO,O3,RAIN,TEMP,PRES,DEWP,date
Aotizhongxin,12,2014,3,98.93817204301075,146.84005376344086,0.10663281470894971,0.231570153823178,0.1299418920386662,0.08714164859109087,0.0012096774193548388,9.920430107526881,1013.7275537634409,-4.346370967741935,2014-03-01
Aotizhongxin,13,2014,4,102.76597222222222,168.06319444444443,0.0575439918790244,0.22701581790123457,0.07962962962962963,0.13461563226053896,0.016666666666666666,16.891527777777778,1010.4594444444446,4.875555555555556,2014-04-01
Aotizhongxin,14,2014,5,71.40201612903226,134.25416666666666,0.0445822167357953,0.18830505152329752,0.07081568371890952,0.18718659013160924,0.08588709677419355,21.176075268817204,1001.558064516129,8.236290322580645,2014-05-01
Aotizhongxin,15,2014,6,60.00972222222222,61.327777777777776,0.017644168318750902,0.17115644290123455,0.060500841750841756,0.20986223336314092,0.26319444444444445,24.585972222222225,999.991388888889,17.527638888888887,2014-06-01
Aotizhongxin,16,2014,7,93.21505376344086,93.21505376344086,0.012355496858731923,0.16221204823775387,0.07085641359834909,0.21187911891955438,0.08158602150537635,27.806317204301077,998.3681451612904,20.870026881720428,2014-07-01
Aotizhongxin,17,2014,8,68.12970430107526,83.50551075268817,0.01101067866281422,0.1836693548387097,0.0626018246985989,0.1960086430711295,0.10981182795698925,25.81706989247312,1002.4772849462365,19.221639784946237,2014-08-01
Aotizhongxin,18,2014,9,69.97680555555556,102.71430555555555,0.015438834793402726,0.21749180169753085,0.0818742985409652,0.10017311892268431,0.09388888888888888,20.767222222222223,1008.635,14.998194444444445,2014-09-01
Aotizhongxin,19,2014,10,130.43548387096774,164.88306451612902,0.030943890344106578,0.30106360140382316,0.12168730313891604,0.058580450894280094,0.017741935483870968,13.572715053763442,1014.6405913978494,7.70241935483871,2014-10-01
Aotizhongxin,20,2014,11,93.80291666666668,132.3525,0.04950206585535178,0.2670177469135802,0.15117845117845116,0.0381834936009887,0.0009722222222222222,5.940972222222222,1020.3208333333333,-3.7525000000000004,2014-11-01
Aotizhongxin,21,2014,12,48.10215053763441,101.01881720430107,0.070753901561776,0.14917021356033452,0.11109074617139134,0.06031307030042011,0.0,-0.6487903225806452,1024.0807795698925,-15.028091397849462,2014-12-01
Aotizhongxin,22,2015,1,91.04986559139786,114.62916666666668,0.11053629844277361,0.23293010752688173,0.19665743456066037,0.04499925804468352,0.00026881720430107527,-0.7094086021505376,1021.9773521505376,-14.310483870967742,2015-01-01
Aotizhongxin,23,2015,2,85.18824404761905,123.13169642857143,0.08846553985782032,0.1896649718915344,0.1420604858104858,0.10827262264000444,0.010416666666666666,1.231845238095238,1018.5223214285714,-13.037723214285714,2015-02-01
Aotizhongxin,24,2015,3,87.53803763440861,155.76505376344085,0.06618510955942315,0.2055184531810036,0.11614125122189638,0.12724336318006468,0.008870967741935484,8.439861751152074,1016.8734094982078,-9.880913978494624,2015-03-01
Aotizhongxin,25,2015,4,77.26805555555555,135.23819444444445,0.027512730114527987,0.1827898341049383,0.0723975869809203,0.18244192580629612,0.055694444444444435,15.63013888888889,1010.8733333333334,1.694583333333333,2015-04-01
Aotizhongxin,26,2015,5,59.19018817204301,110.34677419354838,0.02463993177245363,0.15909684886499403,0.06695313348539156,0.23741697523060523,0.050134408602150536,21.45551075268817,1003.4489247311828,6.613440860215054,2015-05-01
Aotizhongxin,27,2015,6,61.88263888888889,86.42430555555555,0.020699431677805358,0.15089457947530863,0.09561588103254769,0.24079462933712534,0.13625,24.53777777777778,1000.3461111111111,14.301388888888889,2015-06-01
Aotizhongxin,28,2015,7,66.29368279569893,83.59072580645162,0.01600058929941235,0.17478951986260452,0.07518056913218203,0.28523091260371675,0.2701612903225806,26.397849462365592,1001.2783602150537,18.50577956989247,2015-07-01
Aotizhongxin,29,2015,8,46.73118279569893,71.12701612903226,0.011367298096404597,0.14318249701314217,0.07774655153687413,0.2280958007373896,0.12580645161290324,26.435752688172045,1003.4041666666666,18.446102150537634,2015-08-01
Aotizhongxin,30,2015,9,52.47013888888889,72.28194444444445,0.01623984780214749,0.20080054012345677,0.08992704826038159,0.15160446889811974,0.13722222222222222,20.600833333333334,1011.3548611111111,13.76986111111111,2015-09-01
Aotizhongxin,31,2015,10,77.81586021505376,97.38440860215054,0.017848777403804972,0.24342424581839903,0.1092918431628109,0.09760571606872363,0.019086021505376343,14.319758064516128,1015.7254032258064,4.153091397849463,2015-10-01
Aotizhongxin,32,2015,11,122.78819444444444,130.45763888888888,0.03003235424025388,0.26577449845679013,0.23671085858585858,0.03885200916818346,0.052222222222222225,2.847777777777778,1023.425,-1.2023611111111112,2015-11-01
Aotizhongxin,33,2015,12,153.67271505376345,166.0201612903226,0.06825480409297616,0.3048858460274791,0.3410007331378299,0.05306785997639609,0.0028225806451612906,-0.36276881720430104,1024.070564516129,-7.227150537634409,2015-12-01
Aotizhongxin,34,2016,1,67.66599462365592,86.46303763440861,0.06641253334644179,0.1866856145459976,0.1724910394265233,0.07739765138041356,0.0006720430107526882,-4.55,1025.95,-18.059677419354838,2016-01-01
Aotizhongxin,35,2016,2,44.70330459770115,61.35057471264368,0.05236724236844229,0.1087538912835249,0.09168553349587832,0.12165448438842348,0.018103448275862067,1.398419540229885,1022.5597701149425,-15.088218390804597,2016-02-01
Aotizhongxin,36,2016,3,103.17809139784946,154.74193548387098,0.0646314086311093,0.16138599537037038,0.12883539698055826,0.12079897272467678,0.0,9.201881720430107,1016.7400537634409,-8.75268817204301,2016-03-01
Aotizhongxin,37,2016,4,71.10972222222222,114.93472222222222,0.032655518978814975,0.11644241898148147,0.06696127946127946,0.1764643782580525,0.006666666666666668,16.454722222222223,1007.8116666666667,-0.3329166666666667,2016-04-01
Aotizhongxin,38,2016,5,53.36290322580645,76.12768817204301,0.026900362474304156,0.09997573178016726,0.05658059085478441,0.23464001550351662,0.04583333333333334,21.67284946236559,1005.5413978494624,6.201881720430107,2016-05-01
Aotizhongxin,39,2016,6,57.298611111111114,71.73333333333333,0.015316542730998946,0.09095534336419751,0.06416245791245791,0.2759302964080419,0.09916666666666668,25.735833333333332,1000.7619444444445,14.683472222222223,2016-06-01
Aotizhongxin,40,2016,7,71.14247311827957,76.94556451612904,0.009260718698868506,0.11367327508960572,0.07553356142065819,0.24663641794217595,0.42338709677419356,27.6994623655914,1000.6353494623655,20.72728494623656,2016-07-01
Aotizhongxin,41,2016,8,46.25672043010753,49.30981182795699,0.007035792144167465,0.13005432347670248,0.06609101770392092,0.21229399384157505,0.07244623655913979,27.863306451612903,1003.5900537634409,19.286827956989246,2016-08-01
Aotizhongxin,42,2016,9,55.826388888888886,68.50208333333333,0.008082967239815322,0.16156442901234566,0.05871913580246914,0.1461085153653589,0.1598611111111111,22.219114858906526,1009.3326388888889,14.06263888888889,2016-09-01
Aotizhongxin,43,2016,10,85.3635752688172,99.5114247311828,0.008899759869515411,0.2153081130525687,0.10392228739002932,0.05731198274189502,0.1174731182795699,13.338648073476703,1017.1266913082437,7.278091397849462,2016-10-01
Aotizhongxin,44,2016,11,100.30277777777778,126.18194444444444,0.027882052142987408,0.25188560956790124,0.18608305274971942,0.03872717579445668,0.007361111111111111,4.414027777777777,1020.5669444444444,-3.758472222222222,2016-11-01
Aotizhongxin,45,2016,12,132.32392473118279,145.52755376344086,0.052155645813304265,0.2926117271505376,0.24713533181275116,0.04177722177289838,0.0,0.6407258064516129,1023.4661290322581,-9.272446236559139,2016-12-01
Aotizhongxin,46,2017,1,115.56182795698925,127.9986559139785,0.059021753381490724,0.24061706615890086,0.1979675790159661,0.09563148368117694,0.00040322580645161296,-1.138740479390681,1025.0504032258063,-12.780779569892472,2017-01-01
Aotizhongxin,47,2017,2,70.92708333333333,83.72693452380952,0.06169449712553556,0.20353577628968253,0.1142300986050986,0.12947376436866861,0.006101190476190475,2.661532738095238,1022.0205853174604,-13.62767857142857,2017-02-01
Changping,0,2013,3,98.91666666666667,123.43010752688173,0.11201317931505901,0.25670993237273737,0.1299254643206256,0.13907196084676154,0.031048387096774197,5.904032258064516,1009.4129032258064,-7.478763440860215,2013-03-01
Changping,1,2013,4,59.44444444444444,90.16180555555556,0.0530512088986929,0.15556873112115685,0.06829538439955107,0.1567430566600957,0.015555555555555555,12.412222222222221,1004.9820833333333,-4.264027777777778,2013-04-01
Changping,2,2013,5,82.98252688172043,118.16801075268818,0.07439790037295269,0.1601473353090158,0.06835288367546431,0.21924232338589977,0.005376344086021506,21.98561827956989,999.7971774193549,6.492204301075269,2013-05-01
Changping,3,2013,6,81.06111111111112,102.31666666666666,0.044341171881076384,0.13331063485258313,0.10011235460667278,0.19234636857791887,0.14680555555555555,23.70638888888889,996.9066666666668,16.54083333333333,2013-06-01
Changping,4,2013,7,61.97715053763441,64.95161290322581,0.020227282442021714,0.10187910699963362,0.07309813679315146,0.18852087717085925,0.22930107526881718,27.271639784946235,992.8012096774194,19.896236559139783,2013-07-01
Changping,5,2013,8,55.350806451612904,67.4361559139785,0.021831820000161647,0.0981958280103516,0.06908466384272835,0.2103455650766641,0.10551075268817205,26.96733870967742,996.0668010752687,18.94233870967742,2013-08-01
Changping,6,2013,9,73.30277777777778,82.97638888888889,0.020887114063795547,0.17887067186015934,0.08758347362514028,0.1255746316433261,0.12236111111111113,20.380277777777778,1006.0826388888889,13.683055555555555,2013-09-01
Changping,7,2013,10,82.48924731182795,99.90524193548387,0.03955317946892953,0.23943466584276446,0.0871415770609319,0.06898780524784372,0.005376344086021506,13.42741935483871,1013.0364247311828,4.03508064516129,2013-10-01
Changping,8,2013,11,60.77916666666667,81.325,0.07942522745686563,0.2043435026591791,0.1012415824915825,0.06133560678133984,0.0,6.698333333333333,1013.7761111111112,-8.468055555555555,2013-11-01
Changping,9,2013,12,67.14516129032258,80.84005376344086,0.14139552473997619,0.21562686168844716,0.14696019333116106,0.05750399250653247,0.0,0.8397849462365591,1016.7747311827957,-14.672849462365592,2013-12-01
Changping,10,2014,1,88.14717741935483,110.27217741935483,0.18617574320777636,0.24300820641633733,0.22157733246442926,0.060069391641555385,0.0,-0.011021505376344103,1016.7186827956989,-15.100268817204302,2014-01-01
Changping,11,2014,2,144.25372023809524,150.3125,0.20053554254531022,0.2604644199926738,0.2087466931216931,0.06015760916389623,0.003720238095238095,-0.4200892857142857,1019.1025297619047,-11.246577380952381,2014-02-01
Changping,12,2014,3,86.0,127.84946236559139,0.11081798870740407,0.23119248333262887,0.12202671880091234,0.10227565462078451,0.004435483870967742,10.078494623655914,1010.3614247311829,-8.335887096774194,2014-03-01
Changping,13,2014,4,103.95902777777778,142.1201388888889,0.05006793714180261,0.21112973931860912,0.07869668911335578,0.1779306435365475,0.010972222222222222,17.334583333333335,1007.0066666666668,1.3668055555555556,2014-04-01
Changping,14,2014,5,53.94569892473118,100.35282258064517,0.03882007604147494,0.15378315719756958,0.06508634734441186,0.22264053771199707,0.08548387096774193,22.026209677419356,998.2958333333333,4.548790322580645,2014-05-01
Changping,15,2014,6,46.04375,60.49583333333333,0.01627560387534092,0.1318030939975484,0.05982744107744108,0.25155747280395535,0.10513888888888889,25.143333333333334,996.983611111111,14.635555555555555,2014-06-01
Changping,16,2014,7,76.96975806451613,101.93548387096774,0.016979368213779135,0.13744022227514002,0.07866976213750407,0.2704878858304754,0.07069892473118279,28.358736559139786,995.4569892473119,18.032526881720432,2014-07-01
Changping,17,2014,8,56.550134408602155,75.97379032258064,0.014504403349166719,0.15229127599826653,0.06534430324752906,0.25365678861626967,0.05887096774193548,26.356989247311827,999.4934139784946,16.171236559139786,2014-08-01
Changping,18,2014,9,60.41875,78.76597222222222,0.01634062793908768,0.148618298064902,0.08214786756453422,0.1518741862357486,0.08472222222222223,20.80125,1005.5208333333334,12.277777777777779,2014-09-01
Changping,19,2014,10,118.40120967741936,138.2715053763441,0.02005842760610337,0.24598837103070073,0.11724095796676441,0.07268001928947687,0.02889784946236559,13.617069892473118,1011.3072580645161,4.661827956989248,2014-10-01
Changping,20,2014,11,76.82694444444445,118.80972222222222,0.056590971840149794,0.2439521650631686,0.1417017396184063,0.060448713553480554,0.0,6.360694444444444,1016.6444444444444,-7.635833333333333,2014-11-01
Changping,21,2014,12,52.256048387096776,89.33400537634408,0.09373018552590066,0.20679650801363986,0.1347140762463343,0.06733390309421709,0.0,-0.5705645161290323,1021.803494623656,-17.585483870967742,2014-12-01
Changping,22,2015,1,96.25793010752687,114.70618279569892,0.11943241139065087,0.2737602672307493,0.1970036385358966,0.057839727349741674,0.00040322580645161296,-0.6262096774193548,1018.2379032258065,-15.135282258064516,2015-01-01
Changping,23,2015,2,86.73660714285714,116.95386904761905,0.09189090243878138,0.19037894048355686,0.13321458633958633,0.0928183555918663,0.007142857142857143,1.6076636904761903,1014.8421130952381,-14.32641369047619,2015-02-01
Changping,24,2015,3,78.03662634408602,143.99220430107528,0.06654940358649948,0.2041086633689952,0.10616921907244488,0.12243416452409503,0.0,8.759610215053764,1011.7678763440861,-11.444422043010752,2015-03-01
Changping,25,2015,4,61.25347222222222,100.21111111111111,0.018802573525085617,0.15282055003574702,0.05841750841750842,0.17749498182490606,0.03777777777777778,15.674583333333334,1005.8761111111112,-0.17,2015-04-01
Changping,26,2015,5,54.556451612903224,87.3252688172043,0.018511303330749473,0.11791624645146342,0.0541911045943304,0.2143466128565073,0.052822580645161286,21.391129032258064,998.5938172043011,5.40497311827957,2015-05-01
Changping,27,2015,6,58.05486111111111,75.13541666666667,0.013784509571111677,0.09986796179799776,0.06795033670033669,0.21620895043114252,0.10333333333333335,24.585833333333333,995.6295833333334,13.316388888888888,2015-06-01
Changping,28,2015,7,56.08467741935484,66.59610215053763,0.0128479171334512,0.09553503030838206,0.05096665580536548,0.23730936523902002,0.36451612903225805,26.24838709677419,996.6532258064516,17.975940860215054,2015-07-01
Changping,29,2015,8,38.62096774193548,57.03360215053763,0.007957008133945337,0.09164642517273885,0.04064163136743782,0.21017598395132223,0.09811827956989247,26.23481182795699,998.7971774193549,17.89489247311828,2015-08-01
Changping,30,2015,9,42.927083333333336,50.77291666666667,0.012488512714365952,0.16175544732557084,0.06427469135802469,0.13754852785599608,0.20833333333333334,20.402916666666666,1006.6304166666667,13.372638888888888,2015-09-01
Changping,31,2015,10,43.758736559139784,61.57997311827957,0.014842036641235536,0.20765098177127927,0.0783914412946671,0.09765990786175781,0.014112903225806451,14.438844086021506,1010.8567204301075,3.2696236559139784,2015-10-01
Changping,32,2015,11,90.53958333333334,99.22222222222223,0.023419282051105435,0.25708063966627454,0.17886503928170597,0.027823319812466846,0.09416666666666666,3.2152777777777777,1018.2880555555556,-1.2502777777777778,2015-11-01
Changping,33,2015,12,120.16935483870968,146.53024193548387,0.04446089548917478,0.3348026732150945,0.2582885304659498,0.030559958711519886,0.004166666666666667,0.031182795698924744,1018.9263440860215,-8.508333333333333,2015-12-01
Changping,34,2016,1,54.682123655913976,80.87836021505376,0.0521270807133337,0.2386309022543951,0.14095253611382644,0.06806113789767665,0.00040322580645161296,-4.150268817204301,1020.8315860215054,-18.604569892473116,2016-01-01
Changping,35,2016,2,38.41954022988506,58.59626436781609,0.04112855875139071,0.18753605954728,0.08524178567282016,0.10459706637115596,0.007758620689655173,1.4364942528735631,1017.4918103448276,-14.92255747126437,2016-02-01
Changping,36,2016,3,73.0524193548387,125.04301075268818,0.03964376240181763,0.26118601130253993,0.10528673835125447,0.10316432301208099,0.0,8.85013440860215,1011.7354838709676,-9.568548387096774,2016-03-01
Changping,37,2016,4,56.84861111111111,106.52916666666667,0.0232869917145172,0.18515843419357683,0.06526374859708194,0.14683184730257187,0.012222222222222223,16.328055555555558,1002.8811111111112,-1.4331944444444447,2016-04-01
Changping,38,2016,5,50.92352150537634,80.19059139784946,0.019000828206653875,0.14549086414887105,0.049852014771369614,0.19997400812658314,0.04865591397849463,21.06290322580645,1000.7041666666667,6.174327956989247,2016-05-01
Changping,39,2016,6,52.90680555555556,67.34888888888888,0.011803293615020806,0.13328955853279717,0.055507856341189675,0.2302443836111696,0.08013888888888888,25.385694444444447,996.0165277777778,14.299027777777777,2016-06-01
Changping,40,2016,7,54.86357526881721,67.90591397849462,0.009050627537561555,0.11320914540060774,0.08650347561637883,0.2224856868529846,0.3666666666666667,27.111290322580643,995.9969086021505,20.46344086021505,2016-07-01
Changping,41,2016,8,36.66599462365591,52.62163978494624,0.008423532284297494,0.11585351681898653,0.07873764526990333,0.18159753695502587,0.06532258064516129,27.188440860215056,998.986693548387,18.888306451612902,2016-08-01
Changping,42,2016,9,44.55694444444445,57.21597222222222,0.00980907284618058,0.15648559285608737,0.06997755331088663,0.1304224626841654,0.07277777777777777,21.393185405643738,1004.594513888889,13.312152777777778,2016-09-01
Changping,43,2016,10,79.75201612903226,96.27956989247312,0.010147718748808302,0.2305149006335885,0.10768301292494842,0.05450855310130863,0.11021505376344086,12.818898009472607,1012.1887768817204,6.782258064516129,2016-10-01
Changping,44,2016,11,85.78611111111111,119.6875,0.031386747848268524,0.26783101886034133,0.17149270482603815,0.030463203046576848,0.012777777777777777,4.117361111111111,1015.4884722222222,-5.369027777777777,2016-11-01
Changping,45,2016,12,109.81922043010752,125.61693548387096,0.048876600819252165,0.30228170181469216,0.22875257955903117,0.0327949518790486,0.0,0.09986559139784947,1018.3190860215054,-10.711424731182795,2016-12-01
Changping,46,2017,1,98.30779569892474,113.94086021505376,0.05427092192518454,0.2388917416119903,0.18195394808298035,0.06804233010103544,0.0,-1.3691687467997953,1019.7071684587813,-14.23024193548387,2017-01-01
Changping,47,2017,2,59.31547619047619,72.24032738095238,0.049762996704921264,0.19770814095509848,0.10414411976911978,0.08583573718648156,0.002976190476190476,2.3755233134920637,1016.9355654761904,-13.97202380952381,2017-02-01
Dingling,0,2013,3,95.70564516129032,109.64516129032258,0.1547861969409781,0.22056687811508627,0.09238093298577169,0.1353541174243347,0.031048387096774197,5.904032258064516,1009.4129032258064,-7.478763440860215,2013-03-01
Dingling,1,2013,4,55.7,81.67395833333333,0.08582452586443225,0.12125954860858737,0.054711445853887715,0.14659007901369772,0.015555555555555555,12.412222222222221,1004.9820833333333,-4.264027777777778,2013-04-01
Dingling,2,2013,5,70.63373655913979,111.59845430107526,0.11004415503648218,0.126415872390221,0.06721459405255353,0.19564922570736465,0.005376344086021506,21.98561827956989,999.7971774193549,6.492204301075269,2013-05-01
Dingling,3,2013,6,86.34232456140352,87.86593567251462,0.04819091400191157,0.0968624656731159,0.1041927035506581,0.16109924227650238,0.14680555555555555,23.70638888888889,996.9066666666668,16.54083333333333,2013-06-01
Dingling,4,2013,7,57.91334182229768,60.40191709111488,0.02437558255029422,0.07265659442331744,0.07278292455345242,0.1596318775597875,0.22930107526881718,27.271639784946235,992.8012096774194,19.896236559139783,2013-07-01
Dingling,5,2013,8,49.791666666666664,51.28360215053763,0.02904160243962492,0.05479037691776902,0.059872922776148585,0.16962916429527441,0.10551075268817205,26.96733870967742,996.0668010752687,18.94233870967742,2013-08-01
Dingling,6,2013,9,63.535037878787875,62.623926767676764,0.03325243340403573,0.1032107459977175,0.07738439955106621,0.10734454134112408,0.12236111111111113,20.380277777777778,1006.0826388888889,13.683055555555555,2013-09-01
Dingling,7,2013,10,72.97146871945259,87.40224828934507,0.07102893167935653,0.17731973088434935,0.1414141414141414,0.07431465796328635,0.005376344086021506,13.42741935483871,1013.0364247311828,4.03508064516129,2013-10-01
Dingling,8,2013,11,47.30694444444445,71.73194444444445,0.12233013345800602,0.1948148268443368,0.08496773288439954,0.06659438347832657,0.0,6.698333333333333,1013.7761111111112,-8.468055555555555,2013-11-01
Dingling,9,2013,12,51.854166666666664,64.24663978494624,0.1970276476387789,0.1918786104435715,0.093013468013468,0.06997454107188983,0.0,0.8397849462365591,1016.7747311827957,-14.672849462365592,2013-12-01
Dingling,10,2014,1,73.08400537634408,100.42405913978494,0.23609975174290687,0.18451482378153117,0.10940045617464972,0.06907296505177657,0.0,-0.011021505376344103,1016.7186827956989,-15.100268817204302,2014-01-01
Dingling,11,2014,2,158.68824404761904,148.2217261904762,0.23975590965927118,0.2106307110155649,0.17072510822510822,0.0576409362342256,0.003720238095238095,-0.4200892857142857,1019.1025297619047,-11.246577380952381,2014-02-01
Dingling,12,2014,3,83.51478494623656,112.92540322580645,0.14487090482001264,0.14244407829596037,0.10099652438362117,0.12928020944817922,0.004435483870967742,10.078494623655914,1010.3614247311829,-8.335887096774194,2014-03-01
Dingling,13,2014,4,90.14027777777778,116.9125,0.07168009010227841,0.14235182511453695,0.05904882154882155,0.18785763376586087,0.010972222222222222,17.334583333333335,1007.0066666666668,1.3668055555555556,2014-04-01
Dingling,14,2014,5,48.0925219941349,72.52963098729228,0.05746034677146027,0.08182031945618565,0.03581699201200667,0.21680118339431706,0.08548387096774193,22.026209677419356,998.2958333333333,4.548790322580645,2014-05-01
Dingling,15,2014,6,39.63453282828283,42.847853535353536,0.025339423529956967,0.06212378598497384,0.035330578512396696,0.22852657149029715,0.10513888888888889,25.143333333333334,996.983611111111,14.635555555555555,2014-06-01
Dingling,16,2014,7,79.5845430107527,89.14697580645162,0.02939636690253825,0.07563959591946783,0.06946480938416422,0.24769800952620574,0.07069892473118279,28.358736559139786,995.4569892473119,18.032526881720432,2014-07-01
Dingling,17,2014,8,51.40712365591398,67.1130376344086,0.027759789234208156,0.08638775050659515,0.05622759856630825,0.22431339478305626,0.05887096774193548,26.356989247311827,999.4934139784946,16.171236559139786,2014-08-01
Dingling,18,2014,9,54.02583333333333,70.94527777777778,0.031288300175763374,0.09174680371061272,0.06168630751964085,0.13979037508557554,0.08472222222222223,20.80125,1005.5208333333334,12.277777777777779,2014-09-01
Dingling,19,2014,10,116.91465053763442,126.30913978494624,0.04010317565673997,0.16728983690718205,0.09217171717171717,0.08488081240239878,0.02889784946236559,13.617069892473118,1011.3072580645161,4.661827956989248,2014-10-01
Dingling,20,2014,11,71.24555555555555,90.00819444444444,0.09910744000269439,0.18420775247765028,0.08911335578002245,0.06979705661460925,0.0,6.360694444444444,1016.6444444444444,-7.635833333333333,2014-11-01
Dingling,21,2014,12,47.88754480286739,65.29054659498208,0.13068751941911042,0.12709380785839483,0.08487880598095651,0.0792435407644047,0.0,-0.5705645161290323,1021.803494623656,-17.585483870967742,2014-12-01
Dingling,22,2015,1,84.92213261648746,92.9418458781362,0.17735443955966293,0.21503942466066184,0.1374452409398646,0.06286376381132718,0.00040322580645161296,-0.6262096774193548,1018.2379032258065,-15.135282258064516,2015-01-01
Dingling,23,2015,2,81.00744047619048,104.46577380952381,0.14939378179049653,0.1302996059128596,0.11125390812890812,0.1079109838273764,0.007142857142857143,1.6076636904761903,1014.8421130952381,-14.32641369047619,2015-02-01
Dingling,24,2015,3,75.05604838709677,126.2424059139785,0.09318060044750248,0.12537691025697492,0.08045508851960465,0.1425278202084999,0.0,8.759610215053764,1011.7678763440861,-11.444422043010752,2015-03-01
Dingling,25,2015,4,56.34138888888889,92.87312499999999,0.0399294763004863,0.09576659331835861,0.04325897867564534,0.18574909157749847,0.03777777777777778,15.674583333333334,1005.8761111111112,-0.17,2015-04-01
Dingling,26,2015,5,45.88911290322581,84.57123655913979,0.04059950063526835,0.07326737125429349,0.04472819593787336,0.21753576006154587,0.052822580645161286,21.391129032258064,998.5938172043011,5.40497311827957,2015-05-01
Dingling,27,2015,6,51.02888888888889,68.78138888888888,0.04147878708998297,0.07113274246137094,0.05386503928170595,0.21218055370476266,0.10333333333333335,24.585833333333333,995.6295833333334,13.316388888888888,2015-06-01
Dingling,28,2015,7,49.486559139784944,63.92916666666667,0.029727825670807635,0.07997549544636978,0.03855083088954057,0.20603620999838482,0.36451612903225805,26.24838709677419,996.6532258064516,17.975940860215054,2015-07-01
Dingling,29,2015,8,35.079301075268816,57.196236559139784,0.03506655609202157,0.06344899694565531,0.0518287715868361,0.2064019580827136,0.09811827956989247,26.23481182795699,998.7971774193549,17.89489247311828,2015-08-01
Dingling,30,2015,9,37.770833333333336,48.25138888888889,0.022819269694317856,0.08044631614727729,0.04915123456790123,0.15591617226597654,0.20833333333333334,20.402916666666666,1006.6304166666667,13.372638888888888,2015-09-01
Dingling,31,2015,10,52.47715053763441,66.85147849462365,0.04868312398121313,0.11780588934294148,0.07497691973498426,0.12498266945731595,0.014112903225806451,14.438844086021506,1010.8567204301075,3.2696236559139784,2015-10-01
Dingling,32,2015,11,85.22638888888889,90.47222222222223,0.07911000309969192,0.21657511065571425,0.16663159371492706,0.031236370550032522,0.09416666666666666,3.2152777777777777,1018.2880555555556,-1.2502777777777778,2015-11-01
Dingling,33,2015,12,118.69153225806451,128.440188172043,0.09757329230094755,0.24741831448640375,0.19620261757358534,0.047503240710901194,0.004166666666666667,0.031182795698924744,1018.9263440860215,-8.508333333333333,2015-12-01
Dingling,34,2016,1,53.200940860215056,72.21975806451613,0.09761645099473262,0.14128102925872907,0.1248710220484414,0.09076639830352785,0.00040322580645161296,-4.150268817204301,1020.8315860215054,-18.604569892473116,2016-01-01
