station,level_1,date,actual,forecast
Dingling,43,2016-10-01,97.02486559139786,
Dingling,44,2016-11-01,75.79722222222222,
Dingling,45,2016-12-01,94.77217741935483,
Dingling,46,2017-01-01,81.66666666666667,
Dingling,47,2017-02-01,53.46279761904762,
Dingling,48,2017-03-01,,62.40989125060248
Dingling,49,2017-04-01,,67.02324717025489
Dingling,50,2017-05-01,,67.02324717025489
Dingling,51,2017-06-01,,67.02324717025489
Dingling,52,2017-07-01,,67.02324717025489
Dingling,53,2017-08-01,,67.02324717025489
Dingling,54,2017-09-01,,67.02324717025489
Dingling,55,2017-10-01,,67.02324717025489
Dingling,56,2017-11-01,,67.02324717025489
Dingling,57,2017-12-01,,67.02324717025489
Dingling,58,2018-01-01,,67.02324717025489
Dingling,59,2018-02-01,,67.02324717025489
Dongsi,0,2013-03-01,108.41397849462365,
Dongsi,1,2013-04-01,65.28055555555555,
Dongsi,2,2013-05-01,91.39247311827957,
Dongsi,3,2013-06-01,109.45277777777778,
Dongsi,4,2013-07-01,72.96774193548387,
Dongsi,5,2013-08-01,63.98924731182796,
Dongsi,6,2013-09-01,85.27083333333333,
Dongsi,7,2013-10-01,102.6149193548387,
Dongsi,8,2013-11-01,82.94166666666666,
Dongsi,9,2013-12-01,85.68145161290323,
Dongsi,10,2014-01-01,104.1377688172043,
Dongsi,11,2014-02-01,154.6547619047619,
Dongsi,12,2014-03-01,99.87096774193549,
Dongsi,13,2014-04-01,89.88125,
Dongsi,14,2014-05-01,63.65443548387097,
Dongsi,15,2014-06-01,57.704166666666666,
Dongsi,16,2014-07-01,98.8736559139785,
Dongsi,17,2014-08-01,69.45860215053763,
Dongsi,18,2014-09-01,67.66444444444444,
Dongsi,19,2014-10-01,116.89314516129032,
Dongsi,20,2014-11-01,81.74805555555555,
Dongsi,21,2014-12-01,55.891263440860214,
Dongsi,22,2015-01-01,101.0108870967742,
Dongsi,23,2015-02-01,108.99627976190476,
Dongsi,24,2015-03-01,93.3440188172043,
Dongsi,25,2015-04-01,77.17430555555555,
Dongsi,26,2015-05-01,60.3125,
Dongsi,27,2015-06-01,66.44027777777778,
Dongsi,28,2015-07-01,69.10282258064517,
Dongsi,29,2015-08-01,49.578629032258064,
Dongsi,30,2015-09-01,54.420833333333334,
Dongsi,31,2015-10-01,80.07930107526882,
Dongsi,32,2015-11-01,125.1375,
Dongsi,33,2015-12-01,161.24529569892474,
Dongsi,34,2016-01-01,69.35349462365592,
Dongsi,35,2016-02-01,43.17097701149425,
Dongsi,36,2016-03-01,98.70766129032258,
Dongsi,37,2016-04-01,77.04097222222222,
Dongsi,38,2016-05-01,63.41263440860215,
Dongsi,39,2016-06-01,66.01666666666667,
Dongsi,40,2016-07-01,80.51814516129032,
Dongsi,41,2016-08-01,50.9744623655914,
Dongsi,42,2016-09-01,60.239583333333336,
Dongsi,43,2016-10-01,92.07728494623656,
Dongsi,44,2016-11-01,108.28680555555556,
Dongsi,45,2016-12-01,149.68548387096774,
Dongsi,46,2017-01-01,126.86559139784946,
Dongsi,47,2017-02-01,74.93526785714286,
Dongsi,48,2017-03-01,,72.18342518101285
Dongsi,49,2017-04-01,,81.14920456639716
Dongsi,50,2017-05-01,,82.16660118824024
Dongsi,51,2017-06-01,,82.9009579183202
Dongsi,52,2017-07-01,,83.43101649669136
Dongsi,53,2017-08-01,,83.81361269959434
Dongsi,54,2017-09-01,,84.08977058185256
Dongsi,55,2017-10-01,,84.289101300126
Dongsi,56,2017-11-01,,84.43297818288053
Dongsi,57,2017-12-01,,84.53682849541875
Dongsi,58,2018-01-01,,84.61178763553775
Dongsi,59,2018-02-01,,84.66589313170864
Guanyuan,0,2013-03-01,102.71908602150538,
Guanyuan,1,2013-04-01,59.33263888888889,
Guanyuan,2,2013-05-01,80.55779569892474,
Guanyuan,3,2013-06-01,107.01527777777778,
Guanyuan,4,2013-07-01,65.99260752688173,
Guanyuan,5,2013-08-01,61.564516129032256,
Guanyuan,6,2013-09-01,80.00625,
Guanyuan,7,2013-10-01,96.49059139784946,
Guanyuan,8,2013-11-01,79.46388888888889,
Guanyuan,9,2013-12-01,83.3508064516129,
Guanyuan,10,2014-01-01,100.87231182795699,
Guanyuan,11,2014-02-01,150.15699404761904,
Guanyuan,12,2014-03-01,94.81989247311827,
Guanyuan,13,2014-04-01,89.99375,
Guanyuan,14,2014-05-01,63.34314516129032,
Guanyuan,15,2014-06-01,59.579861111111114,
Guanyuan,16,2014-07-01,85.88978494623656,
Guanyuan,17,2014-08-01,72.0633064516129,
Guanyuan,18,2014-09-01,70.28013888888889,
Guanyuan,19,2014-10-01,129.62432795698925,
Guanyuan,20,2014-11-01,89.37180555555555,
Guanyuan,21,2014-12-01,60.8494623655914,
Guanyuan,22,2015-01-01,94.84032258064516,
Guanyuan,23,2015-02-01,93.1264880952381,
Guanyuan,24,2015-03-01,85.12123655913977,
Guanyuan,25,2015-04-01,72.56180555555555,
Guanyuan,26,2015-05-01,54.707661290322584,
Guanyuan,27,2015-06-01,62.422222222222224,
Guanyuan,28,2015-07-01,67.38104838709677,
Guanyuan,29,2015-08-01,51.20564516129032,
Guanyuan,30,2015-09-01,53.31527777777778,
Guanyuan,31,2015-10-01,75.25403225806451,
Guanyuan,32,2015-11-01,120.8236111111111,
Guanyuan,33,2015-12-01,155.24126344086022,
Guanyuan,34,2016-01-01,67.23521505376344,
Guanyuan,35,2016-02-01,41.0323275862069,
Guanyuan,36,2016-03-01,95.07661290322581,
Guanyuan,37,2016-04-01,73.27291666666666,
Guanyuan,38,2016-05-01,56.946236559139784,
Guanyuan,39,2016-06-01,66.20208333333333,
Guanyuan,40,2016-07-01,80.11895161290323,
Guanyuan,41,2016-08-01,48.990591397849464,
Guanyuan,42,2016-09-01,57.24861111111111,
Guanyuan,43,2016-10-01,87.02956989247312,
Guanyuan,44,2016-11-01,107.03125,
Guanyuan,45,2016-12-01,142.92271505376345,
Guanyuan,46,2017-01-01,116.23387096774194,
Guanyuan,47,2017-02-01,71.57291666666667,
Guanyuan,48,2017-03-01,,72.55488994721122
Guanyuan,49,2017-04-01,,80.33573008999305
Guanyuan,50,2017-05-01,,80.74580218079652
Guanyuan,51,2017-06-01,,81.05407758849837
Guanyuan,52,2017-07-01,,81.28582641785066
Guanyuan,53,2017-08-01,,81.46004569893616
Guanyuan,54,2017-09-01,,81.5910166211487
Guanyuan,55,2017-10-01,,81.68947519793956
Guanyuan,56,2017-11-01,,81.76349232464153
Guanyuan,57,2017-12-01,,81.81913536990771
Guanyuan,58,2018-01-01,,81.86096553306656
Guanyuan,59,2018-02-01,,81.8924117370176
Gucheng,0,2013-03-01,108.84139784946237,
Gucheng,1,2013-04-01,65.07291666666667,
Gucheng,2,2013-05-01,82.61021505376344,
Gucheng,3,2013-06-01,103.26527777777778,
Gucheng,4,2013-07-01,61.69086021505376,
Gucheng,5,2013-08-01,58.63306451612903,
Gucheng,6,2013-09-01,80.39722222222223,
Gucheng,7,2013-10-01,95.9502688172043,
Gucheng,8,2013-11-01,77.21805555555555,
Gucheng,9,2013-12-01,81.3024193548387,
Gucheng,10,2014-01-01,105.77755376344086,
Gucheng,11,2014-02-01,155.27232142857142,
Gucheng,12,2014-03-01,99.48185483870968,
Gucheng,13,2014-04-01,101.21944444444445,
Gucheng,14,2014-05-01,69.90241935483871,
Gucheng,15,2014-06-01,56.94166666666667,
Gucheng,16,2014-07-01,90.59341397849462,
Gucheng,17,2014-08-01,65.3358870967742,
Gucheng,18,2014-09-01,72.10097222222223,
Gucheng,19,2014-10-01,124.53494623655914,
Gucheng,20,2014-11-01,90.15597222222223,
Gucheng,21,2014-12-01,60.188844086021504,
Gucheng,22,2015-01-01,95.42620967741937,
Gucheng,23,2015-02-01,95.34375,
Gucheng,24,2015-03-01,88.17399193548387,
Gucheng,25,2015-04-01,71.93055555555556,
Gucheng,26,2015-05-01,58.07392473118279,
Gucheng,27,2015-06-01,63.02013888888889,
Gucheng,28,2015-07-01,61.56518817204301,
Gucheng,29,2015-08-01,46.383736559139784,
Gucheng,30,2015-09-01,49.92916666666667,
Gucheng,31,2015-10-01,77.63575268817205,
Gucheng,32,2015-11-01,131.99791666666667,
Gucheng,33,2015-12-01,165.2923387096774,
Gucheng,34,2016-01-01,76.36088709677419,
Gucheng,35,2016-02-01,43.74568965517241,
Gucheng,36,2016-03-01,98.71034946236558,
Gucheng,37,2016-04-01,72.11111111111111,
Gucheng,38,2016-05-01,59.448476702508955,
Gucheng,39,2016-06-01,64.60462962962963,
Gucheng,40,2016-07-01,70.34946236559139,
Gucheng,41,2016-08-01,48.27150537634409,
Gucheng,42,2016-09-01,60.77013888888889,
Gucheng,43,2016-10-01,93.1760752688172,
Gucheng,44,2016-11-01,105.3013888888889,
Gucheng,45,2016-12-01,134.0013440860215,
Gucheng,46,2017-01-01,126.54905913978494,
Gucheng,47,2017-02-01,72.65029761904762,
Gucheng,48,2017-03-01,,69.46645096158272
Gucheng,49,2017-04-01,,84.19876923254975
Gucheng,50,2017-05-01,,84.19876923254975
Gucheng,51,2017-06-01,,84.19876923254975
Gucheng,52,2017-07-01,,84.19876923254975
Gucheng,53,2017-08-01,,84.19876923254975
Gucheng,54,2017-09-01,,84.19876923254975
Gucheng,55,2017-10-01,,84.19876923254975
Gucheng,56,2017-11-01,,84.19876923254975
Gucheng,57,2017-12-01,,84.19876923254975
Gucheng,58,2018-01-01,,84.19876923254975
Gucheng,59,2018-02-01,,84.19876923254975
Huairou,0,2013-03-01,95.83602150537635,
Huairou,1,2013-04-01,57.355555555555554,
Huairou,2,2013-05-01,76.6135752688172,
Huairou,3,2013-06-01,74.8125,
Huairou,4,2013-07-01,62.0994623655914,
Huairou,5,2013-08-01,56.19758064516129,
Huairou,6,2013-09-01,68.97777777777777,
Huairou,7,2013-10-01,77.41061827956989,
Huairou,8,2013-11-01,58.49583333333333,
Huairou,9,2013-12-01,57.913978494623656,
Huairou,10,2014-01-01,86.53293010752688,
Huairou,11,2014-02-01,150.96354166666666,
Huairou,12,2014-03-01,90.44825268817205,
Huairou,13,2014-04-01,84.81319444444445,
Huairou,14,2014-05-01,51.418860100663466,
Huairou,15,2014-06-01,45.77634456264775,
Huairou,16,2014-07-01,96.39422043010754,
Huairou,17,2014-08-01,55.29220430107527,
Huairou,18,2014-09-01,60.00625,
Huairou,19,2014-10-01,96.28763440860214,
Huairou,20,2014-11-01,67.68548611111112,
Huairou,21,2014-12-01,45.6244623655914,
Huairou,22,2015-01-01,79.8649193548387,
Huairou,23,2015-02-01,80.33645833333333,
Huairou,24,2015-03-01,86.34415322580645,
Huairou,25,2015-04-01,72.26458333333333,
Huairou,26,2015-05-01,52.09092741935484,
Huairou,27,2015-06-01,53.62361111111111,
Huairou,28,2015-07-01,52.14784946236559,
Huairou,29,2015-08-01,38.196908602150536,
Huairou,30,2015-09-01,42.81736111111111,
Huairou,31,2015-10-01,63.060483870967744,
Huairou,32,2015-11-01,97.42361111111111,
Huairou,33,2015-12-01,128.27083333333334,
Huairou,34,2016-01-01,58.55174731182796,
Huairou,35,2016-02-01,38.57183908045977,
Huairou,36,2016-03-01,82.93279569892474,
Huairou,37,2016-04-01,57.510416666666664,
Huairou,38,2016-05-01,48.19153225806452,
Huairou,39,2016-06-01,46.90208333333333,
Huairou,40,2016-07-01,58.36290322580645,
Huairou,41,2016-08-01,41.38642473118279,
Huairou,42,2016-09-01,44.450694444444444,
Huairou,43,2016-10-01,78.1633064516129,
Huairou,44,2016-11-01,82.92777777777778,
Huairou,45,2016-12-01,91.25873655913979,
Huairou,46,2017-01-01,88.70228494623656,
Huairou,47,2017-02-01,57.439732142857146,
Huairou,48,2017-03-01,,58.546980914833675
Huairou,49,2017-04-01,,74.88560987159562
Huairou,50,2017-05-01,,66.94524562754339
Huairou,51,2017-06-01,,70.80416087037527
Huairou,52,2017-07-01,,68.92877752602622
Huairou,53,2017-08-01,,69.84018979267161
Huairou,54,2017-09-01,,69.39725511358604
Huairou,55,2017-10-01,,69.61251569007439
Huairou,56,2017-11-01,,69.50790180911623
Huairou,57,2017-12-01,,69.55874281431869
Huairou,58,2018-01-01,,69.5340347374715
Huairou,59,2018-02-01,,69.54604254611051
Nongzhanguan,0,2013-03-01,106.77016129032258,
Nongzhanguan,1,2013-04-01,57.35,
Nongzhanguan,2,2013-05-01,77.24731182795699,
Nongzhanguan,3,2013-06-01,108.32013888888889,
Nongzhanguan,4,2013-07-01,75.43548387096774,
Nongzhanguan,5,2013-08-01,68.15456989247312,
Nongzhanguan,6,2013-09-01,82.11805555555556,
Nongzhanguan,7,2013-10-01,96.91532258064517,
Nongzhanguan,8,2013-11-01,83.35138888888889,
Nongzhanguan,9,2013-12-01,87.91196236559139,
Nongzhanguan,10,2014-01-01,106.12567204301075,
Nongzhanguan,11,2014-02-01,156.47395833333334,
Nongzhanguan,12,2014-03-01,100.23588709677419,
Nongzhanguan,13,2014-04-01,86.75486111111111,
Nongzhanguan,14,2014-05-01,68.09811827956989,
Nongzhanguan,15,2014-06-01,56.84166666666667,
Nongzhanguan,16,2014-07-01,84.35053763440861,
Nongzhanguan,17,2014-08-01,60.74327956989247,
Nongzhanguan,18,2014-09-01,63.97138888888889,
Nongzhanguan,19,2014-10-01,136.997311827957,
Nongzhanguan,20,2014-11-01,110.75625,
Nongzhanguan,21,2014-12-01,77.26545698924731,
Nongzhanguan,22,2015-01-01,108.11438172043012,
Nongzhanguan,23,2015-02-01,101.24479166666667,
Nongzhanguan,24,2015-03-01,95.4600806451613,
Nongzhanguan,25,2015-04-01,79.09305555555555,
Nongzhanguan,26,2015-05-01,59.153225806451616,
Nongzhanguan,27,2015-06-01,64.0,
Nongzhanguan,28,2015-07-01,56.71370967741935,
Nongzhanguan,29,2015-08-01,41.82661290322581,
Nongzhanguan,30,2015-09-01,51.010416666666664,
Nongzhanguan,31,2015-10-01,78.85819892473118,
Nongzhanguan,32,2015-11-01,126.19583333333334,
Nongzhanguan,33,2015-12-01,161.36895161290323,
Nongzhanguan,34,2016-01-01,70.11559139784946,
Nongzhanguan,35,2016-02-01,43.19683908045977,
Nongzhanguan,36,2016-03-01,93.6633064516129,
Nongzhanguan,37,2016-04-01,72.28263888888888,
Nongzhanguan,38,2016-05-01,54.19959677419355,
Nongzhanguan,39,2016-06-01,61.475,
Nongzhanguan,40,2016-07-01,71.08870967741936,
Nongzhanguan,41,2016-08-01,49.2130376344086,
Nongzhanguan,42,2016-09-01,59.46388888888889,
Nongzhanguan,43,2016-10-01,86.43010752688173,
Nongzhanguan,44,2016-11-01,104.80416666666666,
Nongzhanguan,45,2016-12-01,144.8978494623656,
Nongzhanguan,46,2017-01-01,123.67943548387096,
Nongzhanguan,47,2017-02-01,75.94866071428571,
Nongzhanguan,48,2017-03-01,,76.2545794667613
Nongzhanguan,49,2017-04-01,,85.33265951634903
Nongzhanguan,50,2017-05-01,,85.33265951634903
Nongzhanguan,51,2017-06-01,,85.33265951634903
Nongzhanguan,52,2017-07-01,,85.33265951634903
Nongzhanguan,53,2017-08-01,,85.33265951634903
Nongzhanguan,54,2017-09-01,,85.33265951634903
Nongzhanguan,55,2017-10-01,,85.33265951634903
Nongzhanguan,56,2017-11-01,,85.33265951634903
Nongzhanguan,57,2017-12-01,,85.33265951634903
Nongzhanguan,58,2018-01-01,,85.33265951634903
Nongzhanguan,59,2018-02-01,,85.33265951634903
Shunyi,0,2013-03-01,104.6364247311828,
Shunyi,1,2013-04-01,57.78125,
Shunyi,2,2013-05-01,79.92405913978494,
Shunyi,3,2013-06-01,105.725,
Shunyi,4,2013-07-01,61.924731182795696,
Shunyi,5,2013-08-01,60.41532258064516,
Shunyi,6,2013-09-01,72.48333333333333,
Shunyi,7,2013-10-01,83.16129032258064,
Shunyi,8,2013-11-01,66.9576388888889,
Shunyi,9,2013-12-01,64.45430107526882,
Shunyi,10,2014-01-01,93.64247311827957,
Shunyi,11,2014-02-01,161.18675595238096,
Shunyi,12,2014-03-01,97.76075268817205,
Shunyi,13,2014-04-01,87.9263888888889,
Shunyi,14,2014-05-01,64.37379032258065,
Shunyi,15,2014-06-01,55.82083333333333,
Shunyi,16,2014-07-01,95.29247311827957,
Shunyi,17,2014-08-01,62.567338709677415,
Shunyi,18,2014-09-01,68.20277777777778,
Shunyi,19,2014-10-01,108.21505376344086,
Shunyi,20,2014-11-01,81.26763888888888,
Shunyi,21,2014-12-01,51.85631720430107,
Shunyi,22,2015-01-01,99.03736559139786,
Shunyi,23,2015-02-01,91.83333333333333,
Shunyi,24,2015-03-01,87.92338709677419,
Shunyi,25,2015-04-01,74.1125,
Shunyi,26,2015-05-01,58.14045698924731,
Shunyi,27,2015-06-01,64.65388888888889,
Shunyi,28,2015-07-01,62.15860215053763,
Shunyi,29,2015-08-01,43.66599462365591,
Shunyi,30,2015-09-01,48.62569444444444,
Shunyi,31,2015-10-01,75.27352150537635,
Shunyi,32,2015-11-01,116.9,
Shunyi,33,2015-12-01,155.45833333333334,
Shunyi,34,2016-01-01,70.51545698924731,
Shunyi,35,2016-02-01,49.27442528735632,
Shunyi,36,2016-03-01,97.71572580645162,
Shunyi,37,2016-04-01,75.62777777777778,
Shunyi,38,2016-05-01,56.84879032258065,
Shunyi,39,2016-06-01,56.13611111111111,
Shunyi,40,2016-07-01,63.69422043010753,
Shunyi,41,2016-08-01,46.64650537634409,
Shunyi,42,2016-09-01,54.666666666666664,
Shunyi,43,2016-10-01,81.39247311827957,
Shunyi,44,2016-11-01,93.98333333333333,
Shunyi,45,2016-12-01,118.4274193548387,
Shunyi,46,2017-01-01,117.86827956989248,
Shunyi,47,2017-02-01,70.23214285714286,
Shunyi,48,2017-03-01,,66.5676144951341
Shunyi,49,2017-04-01,,81.1984423404527
Shunyi,50,2017-05-01,,80.42398110944737
Shunyi,51,2017-06-01,,79.90192751729512
Shunyi,52,2017-07-01,,79.55001841950168
Shunyi,53,2017-08-01,,79.31280136942979
Shunyi,54,2017-09-01,,79.15289664063009
Shunyi,55,2017-10-01,,79.04510707708583
Shunyi,56,2017-11-01,,78.97244762482148
Shunyi,57,2017-12-01,,78.92346889413774
Shunyi,58,2018-01-01,,78.89045300997358
Shunyi,59,2018-02-01,,78.86819745961684
Tiantan,0,2013-03-01,105.95900537634408,
Tiantan,1,2013-04-01,60.97361111111111,
Tiantan,2,2013-05-01,80.4133064516129,
Tiantan,3,2013-06-01,110.45902777777778,
Tiantan,4,2013-07-01,69.29838709677419,
Tiantan,5,2013-08-01,64.23790322580645,
Tiantan,6,2013-09-01,80.15694444444445,
Tiantan,7,2013-10-01,95.06317204301075,
Tiantan,8,2013-11-01,80.3861111111111,
Tiantan,9,2013-12-01,85.1263440860215,
Tiantan,10,2014-01-01,99.91868279569893,
Tiantan,11,2014-02-01,144.4233630952381,
Tiantan,12,2014-03-01,94.1774193548387,
Tiantan,13,2014-04-01,85.29861111111111,
Tiantan,14,2014-05-01,63.52486559139785,
Tiantan,15,2014-06-01,60.356944444444444,
Tiantan,16,2014-07-01,91.8877688172043,
Tiantan,17,2014-08-01,65.8771505376344,
Tiantan,18,2014-09-01,68.29722222222222,
Tiantan,19,2014-10-01,114.52620967741936,
Tiantan,20,2014-11-01,88.86111111111111,
Tiantan,21,2014-12-01,67.2986559139785,
Tiantan,22,2015-01-01,101.55551075268818,
Tiantan,23,2015-02-01,96.31175595238095,
Tiantan,24,2015-03-01,87.60940860215054,
Tiantan,25,2015-04-01,73.30208333333333,
Tiantan,26,2015-05-01,53.60349462365591,
Tiantan,27,2015-06-01,62.145833333333336,
Tiantan,28,2015-07-01,63.80107526881721,
Tiantan,29,2015-08-01,47.37231182795699,
Tiantan,30,2015-09-01,49.30416666666667,
Tiantan,31,2015-10-01,71.94825268817205,
Tiantan,32,2015-11-01,121.15694444444445,
Tiantan,33,2015-12-01,157.4616935483871,
Tiantan,34,2016-01-01,71.58803763440861,
Tiantan,35,2016-02-01,44.742097701149426,
Tiantan,36,2016-03-01,90.49260752688173,
